mydate,cday,dday,ma
2021-03-01,127,0,155.57142857142858
2021-03-02,150,3,156.28571428571428
2021-03-03,130,1,151.28571428571428
2021-03-04,225,3,162.28571428571428
2021-03-05,140,1,153.28571428571428
2021-03-06,197,3,157.57142857142858
2021-03-07,106,2,153.57142857142858
2021-03-08,102,0,150.0
2021-03-09,160,1,151.42857142857142
2021-03-10,148,3,154.0
2021-03-11,160,1,144.71428571428572
2021-03-12,196,3,152.71428571428572
2021-03-13,149,0,145.85714285714286
2021-03-14,124,0,148.42857142857142
2021-03-15,98,2,147.85714285714286
2021-03-16,185,2,151.42857142857142
2021-03-17,193,3,157.85714285714286
2021-03-18,180,-1,160.71428571428572
2021-03-19,194,0,160.42857142857142
2021-03-20,366,5,191.42857142857142
2021-03-21,165,1,197.28571428571428
2021-03-22,108,0,198.71428571428572
2021-03-23,168,1,196.28571428571428
2021-03-24,335,4,216.57142857142858
2021-03-25,223,4,222.71428571428572
2021-03-26,344,0,244.14285714285714
2021-03-27,249,2,227.42857142857142
2021-03-28,264,1,241.57142857142858
2021-03-29,158,0,248.71428571428572
2021-03-30,399,1,281.7142857142857
2021-03-31,270,3,272.42857142857144
2021-04-01,288,1,281.7142857142857
2021-04-02,279,1,272.42857142857144
2021-04-03,367,0,289.2857142857143
2021-04-04,229,0,284.2857142857143
2021-04-05,259,0,298.7142857142857
2021-04-06,285,0,282.42857142857144
2021-04-07,240,3,278.14285714285717
2021-04-08,262,3,274.42857142857144
2021-04-09,317,2,279.85714285714283
2021-04-10,321,1,273.2857142857143
2021-04-11,196,0,268.57142857142856
2021-04-12,188,0,258.42857142857144
2021-04-13,435,3,279.85714285714283
2021-04-14,281,6,285.7142857142857
2021-04-15,260,5,285.42857142857144
2021-04-16,328,3,287.0
2021-04-17,322,1,287.14285714285717
2021-04-18,188,2,286.0
2021-04-19,144,0,279.7142857142857
2021-04-20,279,6,257.42857142857144
2021-04-21,296,4,259.57142857142856
2021-04-22,262,5,259.85714285714283
2021-04-23,206,1,242.42857142857142
2021-04-24,248,2,231.85714285714286
2021-04-25,175,0,230.0
2021-04-26,113,0,225.57142857142858
2021-04-27,191,10,213.0
2021-04-28,183,5,196.85714285714286
2021-04-29,179,3,185.0
2021-04-30,222,0,187.28571428571428
2021-05-01,169,3,176.0
2021-05-02,105,1,166.0
2021-05-03,87,0,162.28571428571428
2021-05-04,138,1,154.71428571428572
2021-05-05,141,4,148.71428571428572
2021-05-06,95,2,136.71428571428572
2021-05-07,152,1,126.71428571428571
2021-05-08,117,4,119.28571428571429
2021-05-09,77,0,115.28571428571429
2021-05-10,52,0,110.28571428571429
2021-05-11,93,4,103.85714285714286
2021-05-12,126,0,101.71428571428571
2021-05-13,118,3,105.0
2021-05-14,86,2,95.57142857142857
2021-05-15,58,3,87.14285714285714
2021-05-16,57,5,84.28571428571429
2021-05-17,48,1,83.71428571428571
2021-05-18,63,3,79.42857142857143
2021-05-19,46,2,68.0
2021-05-20,49,0,58.142857142857146
2021-05-21,86,3,58.142857142857146
2021-05-22,52,3,57.285714285714285
2021-05-23,31,0,53.57142857142857
2021-05-24,41,0,52.57142857142857
2021-05-25,42,2,49.57142857142857
2021-05-26,45,2,49.42857142857143
2021-05-27,27,2,46.285714285714285
2021-05-28,30,2,38.285714285714285
2021-05-29,27,0,34.714285714285715
2021-05-30,17,0,32.714285714285715
2021-05-31,14,0,28.857142857142858
2021-06-01,6,0,23.714285714285715
2021-06-02,21,1,20.285714285714285
2021-06-03,26,3,20.142857142857142
2021-06-04,18,1,18.428571428571427
2021-06-05,20,2,17.428571428571427
2021-06-06,15,0,17.142857142857142
2021-06-07,14,1,17.142857142857142
2021-06-08,17,2,18.714285714285715
2021-06-09,19,1,18.428571428571427
2021-06-10,6,2,15.571428571428571
2021-06-11,13,0,14.857142857142858
2021-06-12,15,0,14.142857142857142
2021-06-13,10,1,13.428571428571429
2021-06-14,6,0,12.285714285714286
2021-06-15,11,1,11.428571428571429
2021-06-16,8,1,9.857142857142858
2021-06-17,14,1,11.0
2021-06-18,8,3,10.285714285714286
2021-06-19,8,0,9.285714285714286
2021-06-20,2,1,8.142857142857142
2021-06-21,4,0,7.857142857142857
2021-06-22,11,3,7.857142857142857
2021-06-23,7,0,7.714285714285714
2021-06-24,11,1,7.285714285714286
2021-06-25,7,0,7.142857142857143
2021-06-26,4,0,6.571428571428571
2021-06-27,3,0,6.714285714285714
2021-06-28,0,0,6.142857142857143
2021-06-29,13,0,6.428571428571429
2021-06-30,8,0,6.571428571428571
2021-07-01,9,0,6.285714285714286
2021-07-02,6,1,6.142857142857143
2021-07-03,12,1,7.285714285714286
2021-07-04,6,0,7.714285714285714
2021-07-05,3,0,8.142857142857142
2021-07-06,6,0,7.142857142857143
2021-07-07,11,0,7.571428571428571
2021-07-08,17,1,8.714285714285714
2021-07-09,14,1,9.857142857142858
2021-07-10,20,0,11.0
2021-07-11,9,0,11.428571428571429
2021-07-12,7,0,12.0
2021-07-13,14,-1,13.142857142857142
2021-07-14,17,2,14.0
2021-07-15,32,0,16.142857142857142
2021-07-16,29,0,18.285714285714285
2021-07-17,34,1,20.285714285714285
2021-07-18,26,0,22.714285714285715
2021-07-19,26,0,25.428571428571427
2021-07-20,25,1,27.0
2021-07-21,33,1,29.285714285714285
2021-07-22,36,0,29.857142857142858
2021-07-23,37,0,31.0
2021-07-24,34,1,31.0
2021-07-25,40,0,33.0
2021-07-26,36,0,34.42857142857143
2021-07-27,55,0,38.714285714285715
2021-07-28,35,0,39.0
2021-07-29,47,0,40.57142857142857
2021-07-30,63,0,44.285714285714285
2021-07-31,75,0,50.142857142857146
2021-08-01,48,0,51.285714285714285
2021-08-02,49,0,53.142857142857146
2021-08-03,74,1,55.857142857142854
2021-08-04,81,0,62.42857142857143
2021-08-05,87,0,68.14285714285714
2021-08-06,89,0,71.85714285714286
2021-08-07,104,0,76.0
2021-08-08,88,0,81.71428571428571
2021-08-09,72,0,85.0
2021-08-10,73,0,84.85714285714286
2021-08-11,66,0,82.71428571428571
2021-08-12,91,0,83.28571428571429
2021-08-13,94,0,84.0
2021-08-14,89,2,81.85714285714286
2021-08-15,139,0,89.14285714285714
2021-08-16,84,0,90.85714285714286
2021-08-17,112,0,96.42857142857143
2021-08-18,111,0,102.85714285714286
2021-08-19,127,1,108.0
2021-08-20,113,0,110.71428571428571
2021-08-21,155,0,120.14285714285714
2021-08-22,102,0,114.85714285714286
2021-08-23,88,0,115.42857142857143
2021-08-24,131,0,118.14285714285714
2021-08-25,229,0,135.0
2021-08-26,157,2,139.28571428571428
2021-08-27,202,1,152.0
2021-08-28,147,0,150.85714285714286
2021-08-29,160,0,159.14285714285714
2021-08-30,128,0,164.85714285714286
2021-08-31,130,0,164.71428571428572
2021-09-01,155,0,154.14285714285714
2021-09-02,156,3,154.0
2021-09-03,155,1,147.28571428571428
2021-09-04,171,1,150.71428571428572
2021-09-05,113,0,144.0
2021-09-06,113,1,141.85714285714286
2021-09-07,102,1,137.85714285714286
2021-09-08,144,0,136.28571428571428
2021-09-09,105,4,129.0
2021-09-10,167,1,130.71428571428572
2021-09-11,208,0,136.0
2021-09-12,117,0,136.57142857142858
2021-09-13,107,0,135.71428571428572
2021-09-14,129,1,139.57142857142858
2021-09-15,140,1,139.0
2021-09-16,189,1,151.0
2021-09-17,172,1,151.71428571428572
2021-09-18,120,0,139.14285714285714
2021-09-19,141,1,142.57142857142858
2021-09-20,62,0,136.14285714285714
2021-09-21,159,3,140.42857142857142
2021-09-22,172,2,145.0
2021-09-23,155,2,140.14285714285714
2021-09-24,173,1,140.28571428571428
2021-09-25,192,1,150.57142857142858
2021-09-26,138,0,150.14285714285714
2021-09-27,109,0,156.85714285714286
2021-09-28,121,3,151.42857142857142
2021-09-29,109,2,142.42857142857142
2021-09-30,164,2,143.71428571428572
2021-10-01,195,2,146.85714285714286
2021-10-02,97,1,133.28571428571428
2021-10-03,207,0,143.14285714285714
2021-10-04,187,0,154.28571428571428
2021-10-05,203,1,166.0
2021-10-06,154,3,172.42857142857142
2021-10-07,190,5,176.14285714285714
